projectid,<nn>essay</nn>
fe8aabf5b387327057e3b927d36e9285,<prp>They</prp> <md>could</md> <vb>learn</vb> <wrb>how</wrb> <to>to</to> <vb>do</vb> <jj>scientific</jj> <nn>field</nn> <nns>sketches</nns> <cc>and</cc> <nns>observations</nns> <pp>.</pp>
fe8aabf5b387327057e3b927d36e9285,<det>This</det> <nn>project</nn> <md>would</md> <vb>help</vb> <prps>our</prps> <nns>students</nns> <vbp>observe</vbp> <nn>science</nn> <in>in</in> <det>a</det> <nn>fun</nn> <nn>way</nn> <pp>.</pp>
fe8aabf5b387327057e3b927d36e9285,<nnp>\n</nnp> <nnp>\nWe</nnp> <vbp>are</vbp> <det>a</det> <jj>poor</jj> <nn>school</nn> <in>in</in> <det>the</det> <nnp>Louisiana</nnp> <pp>.</pp>
fe8aabf5b387327057e3b927d36e9285,<nns>Students</nns> <rb>here</rb> <vbp>are</vbp> <vbn>surrounded</vbn> <in>by</in> <det>the</det> <nn>chemical</nn> <nn>industry</nn>
fe8a08a154ca5a7776005fac4f4452b5,<nns>students</nns> <md>can</md> <vb>become</vb> <jj>lethargic</jj>
fe7f421df69f2a45c90d15ff9be61088,<ppl>``</ppl> <nn>Practice</nn> <vbz>makes</vbz> <jj>perfect</jj> <pp>!</pp>
fe7f421df69f2a45c90d15ff9be61088,<nns>Students</nns> <vbp>need</vbp> <to>to</to> <vb>master</vb> <nn>math</nn> <nns>skills</nns> <in>before</in> <vbg>going</vbg> <to>to</to> <det>the</det> <jj>next</jj> <nn>grade</nn> <pp>.</pp>
fe7f421df69f2a45c90d15ff9be61088,<nnp>Third</nnp> <nn>grade</nn> <vbz>is</vbz> <det>a</det> <jj>big</jj> <nn>step</nn> <in>for</in> <nns>children</nns> <pp>.</pp>
fe7f421df69f2a45c90d15ff9be61088,<det>The</det> <nn>fact</nn> <vbz>is</vbz> <prp>they</prp> <rb>really</rb> <vb>need</vb> <to>to</to> <vb>know</vb> <det>the</det> <jj>basic</jj> <nn>math</nn> <nns>facts</nns> <in>for</in> <jj>continued</jj> <nn>success</nn> <pp>.</pp>
fe7f421df69f2a45c90d15ff9be61088,<nnp>\n</nnp> <nnp>\nWe</nnp> <vbp>have</vbp> <cd>26</cd> <jj>energetic</jj> <jj>third</jj> <nns>graders</nns> <in>in</in> <prps>our</prps> <nn>class</nn> <wp>who</wp> <vbp>love</vbp> <nn>math</nn> <pp>!</pp>
fe7f421df69f2a45c90d15ff9be61088,<det>This</det> <nn>year</nn> <prp>we</prp> <vbp>have</vbp> <cd>14</cd> <nns>boys</nns> <cc>and</cc> <cd>12</cd> <nns>girls</nns> <pp>.</pp>
fe7f421df69f2a45c90d15ff9be61088,<prps>Our</prps> <nn>school</nn> <vbz>has</vbz> <jj>high</jj> <nns>expectations</nns> <in>for</in> <det>all</det> <in>of</in> <prps>our</prps> <nns>students</nns>
fe7d8e68c1ae5643cc36bac2da8e1d7b,<ppl>``</ppl> <prps>My</prps> <jj>diverse</jj> <nn>group</nn> <in>of</in> <jj>second</jj> <nns>graders</nns> <vbp>need</vbp> <vbg>engaging</vbg> <nn>literacy</nn> <nns>activities</nns> <pp>!</pp>
fe7d8e68c1ae5643cc36bac2da8e1d7b,<nnp>\n</nnp> <nnp>\nI</nnp> <vbp>am</vbp> <jj>lucky</jj> <to>to</to> <vb>have</vb> <cd>25</cd> <jj>amazing</jj> <jj>second</jj> <nns>graders</nns> <in>that</in> <prp>I</prp> <md>will</md> <nn>loop</nn> <in>with</in> <in>into</in> <jj>third</jj> <nn>grade</nn> <pp>.</pp>
fe7d8e68c1ae5643cc36bac2da8e1d7b,<nnp>\n</nnp> <nnp>\nOur</nnp> <nn>school</nn> <vbz>is</vbz> <det>a</det> <nn>brand</nn> <jj>new</jj> <nns>arts</nns> <nn>magnet</nn> <in>with</in> <nns>emphases</nns> <in>on</in> <nns>arts</nns> <nn>integration</nn>
fe78de9024924516b64f04bdb9b86503,<cd>20</cd> <nns>whiteboards</nns> <in>with</in> <jj>dry</jj> <vb>erase</vb> <nns>markers</nns>
fe6e51a8b98a7b22b84d8547142c2198,<jj>such</jj> <in>as</in> <jj>easy</jj> <nns>readers</nns>
fe64937edbdf2bfad91d716b17103993,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <cd>3</cd> <jj>digital</jj> <nns>cameras</nns> <in>for</in> <prps>their</prps> <nnp>Service</nnp> <nnp>Learning</nnp> <nnp>Project</nnp>
fe6027c8fa6eaffdb41b3c1a8c442c9a,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>6</cd> <nnp>Nook</nnp> <nn>ebook</nn> <nns>readers</nns> <in>so</in> <prp>they</prp> <vbp>experience</vbp> <det>the</det> <nn>world</nn> <in>of</in> <jj>digital</jj> <nns>media</nns> <cc>and</cc> <vb>be</vb> <jjr>more</jjr> <jj>prepared</jj> <in>for</in> <nn>college</nn> <pp>.</pp>
fe53571f88a1b2ce37c76df7016c2087,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>the</det> <nn>Reading</nn> <nnp>Rod</nnp> <nnp>Electronic</nnp> <nnp>Aid</nnp> <to>to</to> <vb>use</vb> <in>with</in> <prps>their</prps> <nn>Reading</nn> <nns>Rods</nns> <cc>and</cc> <nnp>Phonics</nnp> <nnp>Ladders</nnp> <to>to</to> <vb>improve</vb> <prps>their</prps> <nn>vocabulary</nn> <cc>and</cc> <nns>phonics</nns> <pp>.</pp>
fe513bcf9d202db85401f65e4ff193f6,<ppl>``</ppl> <vb>Imagine</vb> <vbg>having</vbg> <det>the</det> <nn>opportunity</nn> <to>to</to> <vb>see</vb> <det>a</det> <jj>professional</jj> <nn>dance</nn> <nn>performance</nn>
fe45863e55ffb801fed331d456f775f7,<nn>writing</nn> <md>can</md> <vb>be</vb> <det>a</det> <jj>scary</jj> <pp>.</pp> <ppr>''</ppr>
fe4437d288ea86e4a22c3e9bf4247232,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>a</det> <jj>second</jj> <nn>iPad</nn> <in>because</in> <rb>there</rb> <vbp>are</vbp> <rb>now</rb> <rb>too</rb> <jj>many</jj> <to>to</to> <nn>share</nn> <nn>one</nn> <pp>.</pp>
fe41516b9bc3e615f657f09b60105275,<vb>do</vb> <rb>n't</rb> <vb>think</vb> <jjr>older</jjr> <jj>elementary</jj> <nns>students</nns> <vbp>have</vbp> <vbn>grown</vbn> <in>out</in> <in>of</in> <prp>it</prp> <pp>!</pp>
fe41516b9bc3e615f657f09b60105275,<jj>Many</jj> <in>of</in> <prps>my</prps> <nns>students</nns> <vbp>have</vbp> <rb>not</rb> <vb>read</vb> <det>those</det> <nns>books</nns> <pp>.</pp> <ppr>''</ppr>
fe3611442b4b1c07c652ab96e9d1c4f7,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <cd>3</cd> <jj>vertical</jj> <nn>paper</nn> <nns>sorters</nns> <to>to</to> <vb>store</vb> <prps>their</prps> <nns>papers</nns> <in>until</in> <nn>dismissal</nn> <cc>and</cc> <det>a</det> <nn>copy</nn> <in>of</in> <ppl>``</ppl> <ppl>``</ppl> <nnp>Bullying</nnp> <in>in</in> <nnp>Schools</nnp> <ppr>''</ppr> <ppr>''</ppr> <pp>.</pp>
fe3013f982b69a41241bf18fc6e11aeb,<ppl>``</ppl> <nnp>Space</nnp> <vbz>is</vbz> <jj>such</jj> <det>an</det> <jj>exciting</jj> <nn>area</nn> <in>of</in> <nn>science</nn> <in>for</in> <det>all</det> <nns>students</nns> <pp>.</pp>
fe3013f982b69a41241bf18fc6e11aeb,<vb>Imagine</vb> <in>if</in> <prp>you</prp> <vbd>were</vbd> <jj>able</jj> <to>to</to> <vb>build</vb> <prps>your</prps> <jj>own</jj> <nn>telescope</nn> <wrb>when</wrb> <prp>you</prp> <vbd>learned</vbd> <in>about</in> <nn>space</nn> <cc>and</cc> <nn>use</nn> <prp>it</prp> <in>for</in> <in>as</in> <jj>long</jj> <in>as</in> <prp>you</prp> <vbd>liked</vbd> <pp>.</pp>
fe3013f982b69a41241bf18fc6e11aeb,<nnp>My</nnp> <nns>students</nns> <md>ca</md> <rb>n't</rb> <vb>wait</vb> <to>to</to> <vb>observe</vb> <det>the</det> <nn>sky</nn> <in>with</in> <nn>something</nn> <prp>they</prp> <vbd>built</vbd> <prp>themselves</prp> <pp>.</pp>
fe3013f982b69a41241bf18fc6e11aeb,<wp>What</wp> <det>a</det> <jj>great</jj> <nn>accomplishment</nn> <pp>!</pp>
fe3013f982b69a41241bf18fc6e11aeb,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>students</nns> <vbp>are</vbp> <det>a</det> <jj>wonderful</jj> <nn>bunch</nn> <in>of</in> <cd>8th</cd> <nns>graders</nns> <wp>who</wp> <vbp>are</vbp> <in>in</in> <det>a</det> <jj>special</jj> <nn>day</nn> <nn>class</nn> <pp>.</pp>
fe3013f982b69a41241bf18fc6e11aeb,<prp>They</prp> <vbp>are</vbp> <nn>inquisitive</nn>
fe2f19966113506c2a4139bcd23c3ff8,<prp>we</prp> <vbp>do</vbp> <rb>not</rb> <vb>have</vb> <jj>many</jj> <pp>.</pp> <ppr>''</ppr>
fe23943118510c60c1f62b87fa797feb,<ppl>``</ppl> <prp>I</prp> <vbp>wish</vbp> <nn>everyone</nn> <md>could</md> <vb>observe</vb> <det>the</det> <nn>light</nn> <in>in</in> <det>a</det> <nn>child</nn> <pos>'s</pos> <nns>eyes</nns> <in>as</in> <prp>it</prp> <vbz>explores</vbz> <det>the</det> <nn>world</nn> <in>of</in> <nn>living</nn> <nns>things</nns> <pps>:</pps> <vbg>smelling</vbg> <nns>flowers</nns> <pps>;</pps> <vbg>pressing</vbg> <prps>their</prps> <nn>face</nn> <in>against</in> <det>the</det> <nn>window</nn> <to>to</to> <det>the</det> <nns>raindrops</nns> <pps>;</pps> <vbg>delighting</vbg> <in>in</in> <det>all</det> <nns>animals</nns> <cc>and</cc> <nns>insects</nns> <pp>.</pp>
fe23943118510c60c1f62b87fa797feb,<prp>I</prp> <vbp>wish</vbp> <prp>you</prp> <md>could</md> <vb>help</vb> <vb>keep</vb> <prps>my</prps> <nns>students</nns> <pos>'</pos> <nn>sense</nn> <in>of</in> <nn>wonder</nn> <jj>alive</jj> <pp>.</pp>
fe23943118510c60c1f62b87fa797feb,<nnp>\n</nnp> <nnp>\nWe</nnp> <vbp>are</vbp> <det>a</det> <jj>small</jj> <nn>school</nn> <in>with</in> <in>over</in> <cd>300</cd> <nn>Pre-K</nn> <nns>students</nns> <pp>.</pp>
fe23943118510c60c1f62b87fa797feb,<nnp>Most</nnp> <in>of</in> <prp>them</prp> <vbp>live</vbp> <in>in</in> <jj>small</jj> <nn>apartment</nn> <nns>complexes</nns> <cc>and</cc> <prps>their</prps> <nns>parents</nns> <vbp>have</vbp> <det>a</det> <jj>very</jj> <jj>hard</jj> <nn>time</nn> <vbg>communicating</vbg> <in>with</in> <prps>their</prps> <nns>kids</nns> <pp>.</pp>
fe23943118510c60c1f62b87fa797feb,<prp>I</prp> <rb>really</rb> <vb>need</vb> <to>to</to> <vb>create</vb> <det>an</det> <jj>interactive</jj> <cc>and</cc> <rb>ever</rb> <vbg>changing</vbg> <nn>garden</nn> <wrb>where</wrb> <prps>my</prps> <nns>kids</nns> <md>can</md> <vb>see</vb> <nn>life</nn> <nns>cycles</nns> <pps>:</pps> <nns>flowers</nns>
fe21db52cdccfe7fb7059130fff74fc1,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <cd>two</cd> <nns>tablets</nns> <in>with</in> <jj>protective</jj> <nns>cases</nns> <to>to</to> <vb>foster</vb> <nn>independence</nn>
fe20746c15bc637446cff9e6e2a38e4f,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <nn>classroom</nn> <nns>sets</nns> <in>of</in> <det>the</det> <nn>game</nn> <ppl>``</ppl> <ppl>``</ppl> <cd>24</cd> <ppr>''</ppr> <ppr>''</ppr> <pp>.</pp>
fe1db3fdcf34d64e24c836de582556bb,<ppl>``</ppl> <vb>Imagine</vb> <prp>you</prp> <vbp>have</vbp> <det>a</det> <nn>disability</nn> <in>that</in> <nns>makes</nns> <prp>it</prp> <rb>extremely</rb> <jj>hard</jj> <in>for</in> <prp>you</prp> <to>to</to> <vb>focus</vb> <in>from</in> <cd>one</cd> <nn>moment</nn> <to>to</to> <det>the</det> <jj>next</jj> <pp>.</pp>
fe1db3fdcf34d64e24c836de582556bb,<det>This</det> <in>in</in> <nn>turn</nn> <vbz>makes</vbz> <prp>it</prp> <rb>hard</rb> <to>to</to> <vb>learn</vb> <pp>.</pp>
fe1db3fdcf34d64e24c836de582556bb,<vbg>Using</vbg> <nns>dividers</nns> <in>in</in> <det>the</det> <jj>special</jj> <nn>education</nn> <nn>classroom</nn> <vbz>improves</vbz> <nn>student</nn> <nn>focus</nn> <cc>and</cc> <rb>therefore</rb> <vbz>increases</vbz> <nn>student</nn> <nn>learning</nn> <pp>.</pp>
fe1db3fdcf34d64e24c836de582556bb,<nnp>\n</nnp> <nnp>\nI</nnp> <vbp>teach</vbp> <det>a</det> <cd>3rd-5th</cd> <nn>grade</nn> <vbn>structured</vbn> <vbg>learning</vbg> <jj>special</jj> <nn>education</nn> <nn>classroom</nn> <in>with</in> <cd>10</cd> <nns>students</nns> <in>of</in> <vbg>varying</vbg> <nns>disabilities</nns> <pp>.</pp>
fe1db3fdcf34d64e24c836de582556bb,<det>All</det> <in>of</in> <prps>my</prps> <nns>students</nns> <nn>struggle</nn> <in>with</in> <nn>attention</nn> <nns>deficits</nns>
fe0613c0096ae2833bc78dc73ac0858d,<ppl>``</ppl> <det>The</det> <nn>world</nn> <in>around</in> <prp>us</prp> <vbz>is</vbz> <vbg>growing</vbg> <in>in</in> <nns>leaps</nns> <cc>and</cc> <nns>bounds</nns> <in>in</in> <nn>technology</nn> <pp>.</pp>
fe0613c0096ae2833bc78dc73ac0858d,<nnp>Do</nnp> <prp>you</prp> <vbp>remember</vbp> <vbg>taking</vbg> <prps>your</prps> <jj>first</jj> <nn>photos-</nn> <nn>waiting</nn> <in>for</in> <det>the</det> <nn>film</nn> <to>to</to> <nn>process</nn> <pp>?</pp>
fe0613c0096ae2833bc78dc73ac0858d,<in>With</in> <jj>digital</jj> <prp>it</prp> <vbz>is</vbz> <jj>instant</jj> <pp>!</pp>
fe0613c0096ae2833bc78dc73ac0858d,<prp>I</prp> <md>would</md> <vb>like</vb> <to>to</to> <vb>purchase</vb> <jj>digital</jj> <nns>cameras</nns> <cc>and</cc> <vb>get</vb> <prp>them</prp> <in>in</in> <nns>students</nns> <pos>'</pos> <nns>hands</nns> <in>so</in> <prp>they</prp> <md>can</md> <vb>take</vb> <nns>photos</nns> <cc>and</cc> <vb>create</vb> <det>a</det> <jj>digital</jj> <nn>yearbook</nn> <pp>!</pp>
fe0613c0096ae2833bc78dc73ac0858d,<nnp>\n</nnp> <nnp>\nOur</nnp> <nn>school</nn> <vbz>is</vbz> <det>a</det> <jj>small</jj> <jj>rural</jj> <nn>school</nn> <in>in</in> <nnp>Maine</nnp> <pp>.</pp>
fe0613c0096ae2833bc78dc73ac0858d,<prp>We</prp> <vbp>are</vbp> <det>a</det> <nnp>Grade</nnp> <cd>K-5</cd> <jj>elementary</jj> <nn>school</nn> <pp>.</pp>
fe0613c0096ae2833bc78dc73ac0858d,<prp>We</prp> <vbp>are</vbp> <in>in</in> <det>a</det> <jj>low</jj> <nn>income</nn> <nn>area</nn> <pp>.</pp>
fe0613c0096ae2833bc78dc73ac0858d,<prps>Our</prps> <nns>students</nns> <vbp>do</vbp> <rb>not</rb> <vb>have</vb> <det>a</det> <nn>lot</nn> <in>of</in> <nn>technology</nn> <in>at</in> <prps>their</prps> <nns>fingertips</nns> <pp>.</pp>
fe0613c0096ae2833bc78dc73ac0858d,<prp>It</prp> <md>would</md> <vb>be</vb> <jj>wonderful</jj> <in>for</in> <nns>students</nns> <to>to</to> <vb>learn</vb> <wrb>how</wrb> <to>to</to> <vb>take</vb> <nns>pictures</nns> <cc>and</cc> <vb>create</vb> <det>a</det> <jj>lasting</jj> <jj>digital</jj> <nn>yearbook</nn> <pp>.</pp>
fe0613c0096ae2833bc78dc73ac0858d,<nnp>\n</nnp> <nnp>\nOur</nnp> <nns>students</nns> <md>would</md> <vb>learn</vb> <to>to</to> <vb>take</vb> <nns>photos</nns> <cc>and</cc> <rb>maybe</rb> <rb>even</rb> <jj>short</jj> <nns>videos</nns> <pp>!</pp>
fe0613c0096ae2833bc78dc73ac0858d,<rb>Then</rb> <prp>they</prp> <md>would</md> <vb>learn</vb> <in>in</in> <prps>our</prps> <nn>computer</nn> <nn>lab</nn> <wrb>how</wrb> <to>to</to> <vb>put</vb> <det>those</det> <nns>photos</nns> <in>into</in> <nn>movie</nn> <cc>and</cc> <vb>create</vb> <det>a</det> <jj>digital</jj> <nn>yearbook</nn> <in>for</in> <det>the</det> <jj>entire</jj> <nn>school</nn> <pp>!</pp>
fe0613c0096ae2833bc78dc73ac0858d,<nns>Students</nns> <md>would</md> <vb>learn</vb> <wrb>how</wrb> <to>to</to> <nn>crop</nn>
fe06057393bcde039b55ef561af4ae52,<prp>I</prp> <vbp>think</vbp> <prp>I</prp> <vbp>have</vbp> <vbn>found</vbn> <det>a</det> <nn>solution</nn> <in>for</in> <prps>my</prps> <nn>classroom</nn> <pp>!</pp>
fe06057393bcde039b55ef561af4ae52,<nnp>My</nnp> <jj>second</jj> <nn>grade</nn> <nns>students</nns> <vbp>come</vbp> <in>from</in> <pp>.</pp> <ppr>''</ppr>
fdfe1f85cfca54a5d85e6bd5fb0c723c,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <in>in</in> <prps>our</prps> <jj>inner</jj> <nn>city</nn>
fdfbb52e4327f8239c412ad9981a42b1,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <cd>two</cd> <nns>sets</nns> <in>of</in> <nns>books</nns>
fdeb6e72397f7e3a98c081f11288710b,<vbg>including</vbg> <nn>badminton</nn> <nn>equipment</nn>
fde745a0ed4b7054511021a7660e97b2,<ppl>``</ppl> <prp>I</prp> <vbp>request</vbp> <det>the</det> <nn>opportunity</nn> <to>to</to> <vb>challenge</vb> <det>the</det> <nn>veracity</nn> <in>of</in> <det>the</det> <jj>opposing</jj> <nn>counsel</nn> <pos>'s</pos> <nn>rebuttal</nn> <pp>.</pp> <ppr>''</ppr> <ppr>''</ppr> <det>This</det> <vbz>is</vbz> <det>the</det> <nn>kind</nn> <in>of</in> <nn>sentence</nn> <prp>I</prp> <vbp>dream</vbp> <in>of</in> <nn>hearing</nn> <vbd>uttered</vbd> <in>by</in> <prps>my</prps> <nn>ninth-grade</nn> <nns>students</nns>
fdd89206b867da46d64ca3ba7db1a49c,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>a</det> <vbn>Wired</vbn> <nnp>Classroom</nnp> <nnp>Challenger</nnp> <nn>Package</nn> <in>for</in> <prps>our</prps> <jj>common</jj> <nn>core</nn> <nns>standards</nns> <vbn>based</vbn> <nns>competitions</nns> <pp>.</pp>
fdcba659a91c2981e1dd87c960b11aa4,<jj>such</jj> <in>as</in> <nn>scarves</nn>
fdc99471cd90a17b6d1d6e720d762a39,<ppl>``</ppl> <prps>My</prps> <nn>kindergarten</nn> <nns>students</nns> <vbp>are</vbp> <vbg>learning</vbg> <wrb>how</wrb> <to>to</to> <vb>read</vb> <pp>.</pp>
fdc99471cd90a17b6d1d6e720d762a39,<in>For</in> <jj>many</jj>
fdc2f95fb3f7b68752d9e2ce0d34d829,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>2</cd> <nn>iPod</nn> <nns>touches</nns> <to>to</to> <vb>help</vb> <vb>write</vb> <cc>and</cc> <nn>record</nn> <nn>music</nn> <pp>.</pp>
fdc07b78c812bdb43df8241476706290,<jj>interesting</jj> <nn>way</nn> <pp>.</pp>
fdc07b78c812bdb43df8241476706290,<nnp>My</nnp> <nns>students</nns> <vbp>are</vbp> <in>from</in> <det>an</det> <pp>.</pp> <ppr>''</ppr>
fda702e46d04fe9ebc66a4f536a367f4,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <cd>65</cd> <nns>copies</nns> <in>of</in> <ppl>``</ppl> <ppl>``</ppl> <det>The</det> <nnp>White</nnp> <nnp>Tiger</nnp> <ppr>''</ppr> <ppr>''</ppr>
fda6e6cea7c73018f1863cc03cc2bdd9,<ppl>``</ppl> <vb>Do</vb> <prp>you</prp> <vbp>remember</vbp> <wrb>when</wrb> <prp>you</prp> <vbd>did</vbd> <rb>n't</rb> <vb>have</vb> <det>an</det> <jj>active</jj> <nn>roll</nn> <in>in</in> <prps>your</prps> <nn>learning</nn> <wrb>when</wrb> <prp>you</prp> <md>could</md> <rb>not</rb> <vb>act</vb> <in>out</in> <nn>vocabulary</nn> <nns>words</nns> <cc>and</cc> <vb>have</vb> <nn>fun</nn> <in>while</in> <vbg>learning</vbg> <pp>?</pp>
fda6e6cea7c73018f1863cc03cc2bdd9,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>students</nns> <vbp>are</vbp> <jj>active</jj>
fd85cf3cf2c01e9efe52e6521f5af5f2,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <nnp>Dr.</nnp> <nnp>Seuss</nnp> <nns>books</nns> <to>to</to> <nn>share</nn> <in>in</in> <det>a</det> <nn>school</nn> <jj>wide</jj> <nnp>Dr.</nnp> <nnp>Seuss</nnp> <nn>birthday</nn> <nn>party</nn> <in>in</in> <wdt>which</wdt> <det>an</det> <jj>expected</jj> <cd>150-200</cd> <nns>children</nns> <md>will</md> <vb>come</vb>
fd7dc2efab7b13f9d5e87198a76223dd,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>2</cd> <nns>eReaders</nns> <cc>and</cc> <det>a</det> <nn>tablet</nn> <nnp>\nto</nnp> <vb>provide</vb> <nns>opportunities</nns> <in>for</in> <jj>interactive</jj> <nn>reading</nn> <in>in</in> <nn>class</nn> <cc>and</cc> <in>at</in> <nn>home</nn> <pp>.</pp>
fd75f8a8adbf1e4f230652568c7cfefe,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>27</cd> <jj>Spanish</jj> <nns>dictionaries</nns> <in>for</in> <jj>different</jj> <nn>language</nn> <nns>levels</nns> <pp>.</pp>
fd75f8a8adbf1e4f230652568c7cfefe,<prps>Our</prps> <jj>current</jj> <nns>dictionaries</nns> <vbp>are</vbp> <vbg>falling</vbg> <rb>apart</rb> <cc>and</cc> <vbp>are</vbp> <rb>not</rb> <nn>meeting</nn> <prps>their</prps> <nns>needs</nns> <pp>.</pp>
fd72379aa2479e3edbf35d81db56c30c,<cc>or</cc> <jj>outstanding</jj> <nns>presentations</nns> <in>than</in> <to>to</to> <pp>.</pp> <ppr>''</ppr>
fd6ef80e458eb5c6e95e2996fdc9c403,<ppl>``</ppl> <vb>Please</vb> <nn>help</nn> <prp>us</prp> <vb>update</vb> <prps>our</prps> <nn>technology</nn> <nn>center</nn> <pp>.</pp>
fd6ef80e458eb5c6e95e2996fdc9c403,<prps>Our</prps> <nn>classroom</nn> <nns>computers</nns> <vbp>are</vbp> <rb>so</rb> <jj>ancient</jj> <in>that</in> <prp>they</prp> <nn>cannot</nn> <nn>hold</nn> <det>the</det> <nn>software</nn> <vbd>needed</vbd> <to>to</to> <vb>allow</vb> <prp>us</prp> <to>to</to> <vb>print</vb> <prps>our</prps> <nn>progress</nn> <nn>monitoring</nn> <nn>summary</nn> <nn>page</nn> <pp>.</pp>
fd6ef80e458eb5c6e95e2996fdc9c403,<in>At</in> <det>this</det> <nn>time</nn>
fd5a8851c6ec0e3374625badbfd8f529,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <nns>brushes</nns>
fd556f9a880a36198a57cd8609a015a9,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>3</cd> <nnp>NOOK</nnp> <nns>eReaders</nns> <in>in</in> <det>the</det> <nn>library</nn> <pp>.</pp>
fd4d24d19b3529af3fc8c4ac9e4832c8,<nns>communities</nns> <cc>and</cc> <nn>.</nn> <ppr>''</ppr>
fd32cd9f11824f4073a3badaf23aee5b,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <nn>access</nn> <to>to</to> <nns>dictionaries</nns>
fd31c28ba2cbfc1b9dcd10a3f9855aca,<jj>such</jj> <in>as</in> <det>a</det> <nn>classroom</nn> <nn>rug</nn>
fd2c45e3200ec8e5693f61cbc03b8185,<jj>fifth</jj>
fd299b2503705f7ecc6e3540a1c58c25,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>6</cd> <nns>tables</nns> <cc>and</cc> <cd>24</cd> <nns>chairs</nns> <in>in</in> <nn>order</nn> <to>to</to> <vb>collaborate</vb> <cc>and</cc> <nn>work</nn> <rb>together</rb> <jjr>more</jjr> <rb>efficiently</rb> <pp>.</pp>
fd150646e5c8d56ea314269ab11b6bc1,<ppl>``</ppl> <vb>Do</vb> <prp>you</prp> <vbp>know</vbp> <wp>what</wp> <prp>it</prp> <vbz>'s</vbz> <in>like</in> <to>to</to> <vb>run</vb> <det>a</det> <nn>classroom</nn> <jj>full</jj> <in>of</in> <vbg>working</vbg> <nns>centers</nns> <in>without</in> <nns>distractions</nns> <in>from</in> <jj>loud</jj> <nns>noises</nns> <pp>?</pp>
fd150646e5c8d56ea314269ab11b6bc1,<nnp>My</nnp> <nns>students</nns> <md>will</md> <vb>have</vb> <det>a</det> <jj>beneficial</jj> <cc>and</cc> <jj>structured</jj> <nn>environment</nn> <in>for</in> <jj>interactive</jj> <cc>and</cc> <nn>noise</nn> <nn>making</nn> <nnp>SMARTboard</nnp> <nns>lessons</nns> <in>by</in> <vbg>having</vbg> <nns>wireless</nns> <nns>headphones</nns> <to>to</to> <vb>use</vb> <pp>.</pp>
fd150646e5c8d56ea314269ab11b6bc1,<nnp>\n</nnp> <nnp>\nOur</nnp> <nn>school</nn> <vbz>is</vbz> <vbn>located</vbn> <in>in</in> <det>an</det> <jj>suburban</jj> <nn>community</nn> <nn>close</nn> <to>to</to> <nn>downtown</nn>
fd07a3a518966c34dc9e1812bdef0eea,<det>the</det> <jj>first</jj> <nn>song</nn> <rb>most</rb> <in>of</in> <prp>us</prp> <vbd>learned</vbd> <pp>.</pp>
fd07a3a518966c34dc9e1812bdef0eea,<rb>However</rb>
fcf5e71151c4b90f23ff18dc387e8594,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <nn>studio</nn> <nns>easels</nns> <in>for</in> <prps>our</prps> <jj>new</jj> <nn>art</nn> <nn>studio</nn> <pp>.</pp>
fce0b706279e078b35c2a84c9dccde07,<cc>and</cc> <nns>Quarters</nns> <ppr>''</ppr>
fcdc774002cc16bc0655bd1929ad888e,<ppl>``</ppl> <vb>Do</vb> <prp>you</prp> <vbp>enjoy</vbp> <vbg>playing</vbg> <nns>games</nns> <pp>?</pp>
fcdc774002cc16bc0655bd1929ad888e,<nnp>Well</nnp>
fcdc5bf85d15f02d25e7d11b2e232370,<wdt>which</wdt> <vbz>is</vbz> <rb>only</rb> <jj>available</jj> <nn>online</nn> <pp>.</pp> <ppr>''</ppr>
fcd2adcfcb903ca230748347c89c6764,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>a</det> <nn>mailbox</nn> <nn>system</nn> <to>to</to> <vb>help</vb> <vb>organize</vb> <jj>important</jj> <nns>papers</nns> <cc>and</cc> <nns>folders</nns> <pp>!</pp>
